id,manhole_id,before_path,after_path,location,timestamp,operation_time_minutes,gas_data,district,division,area,gas_data_raw,device_id,waste_collected_kg,blockage_level,gas_status,date,time
68,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 13:30:40.525037+00:00,29,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",sb_006,9,medium,alert,08-07-2025,30:40.5
69,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 13:13:40.525037+00:00,19,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",sb_006,5,medium,alert,08-07-2025,13:40.5
70,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 16:03:40.525037+00:00,26,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",sb_005,6,low,safe,12-07-2025,03:40.5
71,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 15:36:40.525037+00:00,26,"{""CO"": 2.17, ""CH4"": 46.06, ""H2S"": 11.65}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.03, ""CH4"": 53.62, ""H2S"": 15.29}",sb_005,4,high,toxic,12-07-2025,36:40.5
72,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 15:17:40.525037+00:00,30,"{""CO"": 1.03, ""CH4"": 53.62, ""H2S"": 15.29}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.03, ""CH4"": 53.62, ""H2S"": 15.29}",sb_005,10,low,safe,12-07-2025,17:40.5
73,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 14:56:40.525037+00:00,24,"{""CO"": 1.03, ""CH4"": 53.62, ""H2S"": 15.29}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.03, ""CH4"": 53.62, ""H2S"": 15.29}",sb_001,9,medium,alert,12-07-2025,56:40.5
74,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 14:30:40.525037+00:00,26,"{""CO"": 2.17, ""CH4"": 46.06, ""H2S"": 11.65}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.17, ""CH4"": 46.06, ""H2S"": 11.65}",sb_003,2,low,safe,12-07-2025,30:40.5
75,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 14:15:40.525037+00:00,26,"{""CO"": 3.7, ""CH4"": 10.02, ""H2S"": 18.11}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.7, ""CH4"": 10.02, ""H2S"": 18.11}",sb_002,5,high,toxic,12-07-2025,15:40.5
76,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 13:55:40.525037+00:00,21,"{""CO"": 1.56, ""CH4"": 86.12, ""H2S"": 19.14}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.56, ""CH4"": 86.12, ""H2S"": 19.14}",sb_003,10,high,toxic,12-07-2025,55:40.5
77,MH-0010,/images/before.png,/images/after.png,"{""latitude"": ""17.474246"", ""longitude"": ""78.494773""}",2025-07-12 13:33:40.525037+00:00,18,"{""CO"": 3.18, ""CH4"": 33.9, ""H2S"": 6.28}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.18, ""CH4"": 33.9, ""H2S"": 6.28}",sb_004,7,high,toxic,12-07-2025,33:40.5
78,MH-0011,/images/before.png,/images/after.png,"{""latitude"": ""17.475398"", ""longitude"": ""78.49262""}",2025-07-01 16:09:40.525037+00:00,16,"{""CO"": 3.52, ""CH4"": 83.02, ""H2S"": 17.21}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.52, ""CH4"": 83.02, ""H2S"": 17.21}",sb_003,5,low,safe,01-07-2025,09:40.5
79,MH-0011,/images/before.png,/images/after.png,"{""latitude"": ""17.475398"", ""longitude"": ""78.49262""}",2025-07-01 15:52:40.525037+00:00,20,"{""CO"": 2.5, ""CH4"": 98.01, ""H2S"": 15.09}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.5, ""CH4"": 98.01, ""H2S"": 15.09}",sb_003,7,high,toxic,01-07-2025,52:40.5
80,MH-0011,/images/before.png,/images/after.png,"{""latitude"": ""17.475398"", ""longitude"": ""78.49262""}",2025-07-01 15:32:40.525037+00:00,24,"{""CO"": 2.5, ""CH4"": 98.01, ""H2S"": 15.09}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.5, ""CH4"": 98.01, ""H2S"": 15.09}",sb_007,2,low,safe,01-07-2025,32:40.5
81,MH-0011,/images/before.png,/images/after.png,"{""latitude"": ""17.475398"", ""longitude"": ""78.49262""}",2025-07-01 15:17:40.525037+00:00,27,"{""CO"": 4.42, ""CH4"": 40.83, ""H2S"": 8.58}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.42, ""CH4"": 40.83, ""H2S"": 8.58}",sb_008,6,high,toxic,01-07-2025,17:40.5
82,MH-0012,/images/before.png,/images/after.png,"{""latitude"": ""17.476757"", ""longitude"": ""78.495705""}",2025-07-29 16:08:40.525037+00:00,29,"{""CO"": 3.72, ""CH4"": 45.48, ""H2S"": 9.55}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.72, ""CH4"": 45.48, ""H2S"": 9.55}",sb_008,3,low,safe,29-07-2025,08:40.5
83,MH-0012,/images/before.png,/images/after.png,"{""latitude"": ""17.476757"", ""longitude"": ""78.495705""}",2025-07-29 15:46:40.525037+00:00,23,"{""CO"": 3.98, ""CH4"": 40.56, ""H2S"": 12.58}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.98, ""CH4"": 40.56, ""H2S"": 12.58}",sb_006,2,medium,alert,29-07-2025,46:40.5
84,MH-0012,/images/before.png,/images/after.png,"{""latitude"": ""17.476757"", ""longitude"": ""78.495705""}",2025-07-29 15:20:40.525037+00:00,23,"{""CO"": 1.41, ""CH4"": 27.15, ""H2S"": 17.73}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.41, ""CH4"": 27.15, ""H2S"": 17.73}",sb_006,7,low,safe,29-07-2025,20:40.5
85,MH-0012,/images/before.png,/images/after.png,"{""latitude"": ""17.476757"", ""longitude"": ""78.495705""}",2025-07-29 14:59:40.525037+00:00,26,"{""CO"": 3.98, ""CH4"": 40.56, ""H2S"": 12.58}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.98, ""CH4"": 40.56, ""H2S"": 12.58}",sb_005,2,medium,alert,29-07-2025,59:40.5
86,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 16:03:40.525037+00:00,22,"{""CO"": 0.63, ""CH4"": 30.15, ""H2S"": 12.1}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.63, ""CH4"": 30.15, ""H2S"": 12.1}",sb_006,7,medium,alert,20-07-2025,03:40.5
87,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 15:44:40.525037+00:00,21,"{""CO"": 3.08, ""CH4"": 28.82, ""H2S"": 14.56}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.08, ""CH4"": 28.82, ""H2S"": 14.56}",sb_005,2,high,toxic,20-07-2025,44:40.5
88,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 15:26:40.525037+00:00,16,"{""CO"": 3.08, ""CH4"": 28.82, ""H2S"": 14.56}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.08, ""CH4"": 28.82, ""H2S"": 14.56}",sb_001,3,high,toxic,20-07-2025,26:40.5
89,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 15:02:40.525037+00:00,17,"{""CO"": 3.08, ""CH4"": 28.82, ""H2S"": 14.56}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.08, ""CH4"": 28.82, ""H2S"": 14.56}",sb_001,7,high,toxic,20-07-2025,02:40.5
90,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 14:45:40.525037+00:00,15,"{""CO"": 1.76, ""CH4"": 46.31, ""H2S"": 6.61}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.76, ""CH4"": 46.31, ""H2S"": 6.61}",sb_001,9,high,toxic,20-07-2025,45:40.5
91,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 14:28:40.525037+00:00,28,"{""CO"": 2.57, ""CH4"": 74.69, ""H2S"": 0.46}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.57, ""CH4"": 74.69, ""H2S"": 0.46}",sb_004,3,medium,alert,20-07-2025,28:40.5
92,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 14:06:40.525037+00:00,26,"{""CO"": 0.34, ""CH4"": 4.88, ""H2S"": 6.35}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.34, ""CH4"": 4.88, ""H2S"": 6.35}",sb_004,3,low,safe,20-07-2025,06:40.5
93,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 13:41:40.525037+00:00,21,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",sb_005,2,high,toxic,20-07-2025,41:40.5
94,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 13:12:40.525037+00:00,18,"{""CO"": 0.3, ""CH4"": 73.45, ""H2S"": 13.33}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.3, ""CH4"": 73.45, ""H2S"": 13.33}",sb_005,9,high,toxic,20-07-2025,12:40.5
95,MH-0013,/images/before.png,/images/after.png,"{""latitude"": ""17.473315"", ""longitude"": ""78.488963""}",2025-07-20 12:48:40.525037+00:00,21,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",sb_009,6,medium,alert,20-07-2025,48:40.5
96,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 16:09:40.525037+00:00,25,"{""CO"": 0.63, ""CH4"": 62.29, ""H2S"": 6.65}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.63, ""CH4"": 62.29, ""H2S"": 6.65}",sb_006,4,medium,alert,30-07-2025,09:40.5
97,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 15:49:40.525037+00:00,23,"{""CO"": 4.4, ""CH4"": 28.4, ""H2S"": 19.39}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.4, ""CH4"": 28.4, ""H2S"": 19.39}",sb_006,8,medium,alert,30-07-2025,49:40.5
98,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 15:23:40.525037+00:00,29,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",sb_001,8,high,toxic,30-07-2025,23:40.5
99,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 15:03:40.525037+00:00,15,"{""CO"": 0.71, ""CH4"": 24.2, ""H2S"": 3.43}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.71, ""CH4"": 24.2, ""H2S"": 3.43}",sb_006,9,medium,alert,30-07-2025,03:40.5
100,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 14:41:40.525037+00:00,18,"{""CO"": 0.14, ""CH4"": 39.69, ""H2S"": 4.69}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.14, ""CH4"": 39.69, ""H2S"": 4.69}",sb_004,7,low,safe,30-07-2025,41:40.5
101,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 14:11:40.525037+00:00,28,"{""CO"": 2.92, ""CH4"": 75.62, ""H2S"": 3.62}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.92, ""CH4"": 75.62, ""H2S"": 3.62}",sb_002,7,low,safe,30-07-2025,11:40.5
102,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 13:56:40.525037+00:00,22,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",sb_002,6,high,toxic,30-07-2025,56:40.5
103,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 13:41:40.525037+00:00,17,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",sb_008,3,medium,alert,30-07-2025,41:40.5
104,MH-0014,/images/before.png,/images/after.png,"{""latitude"": ""17.472766"", ""longitude"": ""78.487165""}",2025-07-30 13:25:40.525037+00:00,19,"{""CO"": 1.01, ""CH4"": 46.46, ""H2S"": 8.52}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.01, ""CH4"": 46.46, ""H2S"": 8.52}",sb_006,10,medium,alert,30-07-2025,25:40.5
105,MH-0015,/images/before.png,/images/after.png,"{""latitude"": ""17.473809"", ""longitude"": ""78.491323""}",2025-07-12 16:02:40.525037+00:00,29,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.72, ""CH4"": 48.11, ""H2S"": 12.94}",sb_005,9,medium,alert,12-07-2025,02:40.5
106,MH-0015,/images/before.png,/images/after.png,"{""latitude"": ""17.473809"", ""longitude"": ""78.491323""}",2025-07-12 15:36:40.525037+00:00,19,"{""CO"": 1.53, ""CH4"": 77.86, ""H2S"": 7.94}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.53, ""CH4"": 77.86, ""H2S"": 7.94}",sb_010,9,high,toxic,12-07-2025,36:40.5
107,MH-0015,/images/before.png,/images/after.png,"{""latitude"": ""17.473809"", ""longitude"": ""78.491323""}",2025-07-12 15:21:40.525037+00:00,22,"{""CO"": 0.95, ""CH4"": 99.2, ""H2S"": 18.77}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.95, ""CH4"": 99.2, ""H2S"": 18.77}",sb_005,6,low,safe,12-07-2025,21:40.5
108,MH-0015,/images/before.png,/images/after.png,"{""latitude"": ""17.473809"", ""longitude"": ""78.491323""}",2025-07-12 15:04:40.525037+00:00,19,"{""CO"": 0.95, ""CH4"": 99.2, ""H2S"": 18.77}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.95, ""CH4"": 99.2, ""H2S"": 18.77}",sb_006,4,medium,alert,12-07-2025,04:40.5
109,MH-0016,/images/before.png,/images/after.png,"{""latitude"": ""17.476185"", ""longitude"": ""78.486885""}",2025-07-30 16:15:40.525037+00:00,23,"{""CO"": 0.95, ""CH4"": 99.2, ""H2S"": 18.77}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.95, ""CH4"": 99.2, ""H2S"": 18.77}",sb_004,6,high,toxic,30-07-2025,15:40.5
110,MH-0016,/images/before.png,/images/after.png,"{""latitude"": ""17.476185"", ""longitude"": ""78.486885""}",2025-07-30 15:47:40.525037+00:00,25,"{""CO"": 0.49, ""CH4"": 66.1, ""H2S"": 5.06}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.49, ""CH4"": 66.1, ""H2S"": 5.06}",sb_004,4,high,toxic,30-07-2025,47:40.5
111,MH-0016,/images/before.png,/images/after.png,"{""latitude"": ""17.476185"", ""longitude"": ""78.486885""}",2025-07-30 15:19:40.525037+00:00,28,"{""CO"": 3.28, ""CH4"": 50.79, ""H2S"": 14.93}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.28, ""CH4"": 50.79, ""H2S"": 14.93}",sb_002,9,medium,alert,30-07-2025,19:40.5
112,MH-0017,/images/before.png,/images/after.png,"{""latitude"": ""17.473477"", ""longitude"": ""78.494346""}",2025-07-31 16:06:40.525037+00:00,16,"{""CO"": 3.23, ""CH4"": 59.31, ""H2S"": 1.28}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.23, ""CH4"": 59.31, ""H2S"": 1.28}",sb_004,2,low,safe,31-07-2025,06:40.5
113,MH-0017,/images/before.png,/images/after.png,"{""latitude"": ""17.473477"", ""longitude"": ""78.494346""}",2025-07-31 15:50:40.525037+00:00,28,"{""CO"": 3.28, ""CH4"": 50.79, ""H2S"": 14.93}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.28, ""CH4"": 50.79, ""H2S"": 14.93}",sb_010,3,high,toxic,31-07-2025,50:40.5
114,MH-0017,/images/before.png,/images/after.png,"{""latitude"": ""17.473477"", ""longitude"": ""78.494346""}",2025-07-31 15:32:40.525037+00:00,15,"{""CO"": 0.96, ""CH4"": 82.61, ""H2S"": 12.67}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.96, ""CH4"": 82.61, ""H2S"": 12.67}",sb_008,9,high,toxic,31-07-2025,32:40.5
115,MH-0017,/images/before.png,/images/after.png,"{""latitude"": ""17.473477"", ""longitude"": ""78.494346""}",2025-07-31 15:17:40.525037+00:00,25,"{""CO"": 3.87, ""CH4"": 81.72, ""H2S"": 2.2}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.87, ""CH4"": 81.72, ""H2S"": 2.2}",sb_002,7,low,safe,31-07-2025,17:40.5
116,MH-0017,/images/before.png,/images/after.png,"{""latitude"": ""17.473477"", ""longitude"": ""78.494346""}",2025-07-31 14:56:40.525037+00:00,26,"{""CO"": 3.29, ""CH4"": 91.22, ""H2S"": 8.49}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.29, ""CH4"": 91.22, ""H2S"": 8.49}",sb_004,3,low,safe,31-07-2025,56:40.5
117,MH-0017,/images/before.png,/images/after.png,"{""latitude"": ""17.473477"", ""longitude"": ""78.494346""}",2025-07-31 14:39:40.525037+00:00,18,"{""CO"": 4.65, ""CH4"": 60.08, ""H2S"": 18.37}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.65, ""CH4"": 60.08, ""H2S"": 18.37}",sb_001,10,low,safe,31-07-2025,39:40.5
118,MH-0017,/images/before.png,/images/after.png,"{""latitude"": ""17.473477"", ""longitude"": ""78.494346""}",2025-07-31 14:11:40.525037+00:00,24,"{""CO"": 2.87, ""CH4"": 87.69, ""H2S"": 18.42}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.87, ""CH4"": 87.69, ""H2S"": 18.42}",sb_007,5,low,safe,31-07-2025,11:40.5
119,MH-0018,/images/before.png,/images/after.png,"{""latitude"": ""17.472474"", ""longitude"": ""78.490275""}",2025-07-01 16:14:40.525037+00:00,27,"{""CO"": 3.94, ""CH4"": 79.27, ""H2S"": 5.12}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.94, ""CH4"": 79.27, ""H2S"": 5.12}",sb_006,2,high,toxic,01-07-2025,14:40.5
120,MH-0018,/images/before.png,/images/after.png,"{""latitude"": ""17.472474"", ""longitude"": ""78.490275""}",2025-07-01 15:46:40.525037+00:00,22,"{""CO"": 3.94, ""CH4"": 79.27, ""H2S"": 5.12}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.94, ""CH4"": 79.27, ""H2S"": 5.12}",sb_002,3,high,toxic,01-07-2025,46:40.5
121,MH-0018,/images/before.png,/images/after.png,"{""latitude"": ""17.472474"", ""longitude"": ""78.490275""}",2025-07-01 15:31:40.525037+00:00,17,"{""CO"": 3.13, ""CH4"": 70.31, ""H2S"": 14.26}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.13, ""CH4"": 70.31, ""H2S"": 14.26}",sb_009,5,low,safe,01-07-2025,31:40.5
122,MH-0018,/images/before.png,/images/after.png,"{""latitude"": ""17.472474"", ""longitude"": ""78.490275""}",2025-07-01 15:11:40.525037+00:00,24,"{""CO"": 3.59, ""CH4"": 23.54, ""H2S"": 16.32}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.59, ""CH4"": 23.54, ""H2S"": 16.32}",sb_010,7,medium,alert,01-07-2025,11:40.5
123,MH-0018,/images/before.png,/images/after.png,"{""latitude"": ""17.472474"", ""longitude"": ""78.490275""}",2025-07-01 14:55:40.525037+00:00,16,"{""CO"": 4.23, ""CH4"": 5.39, ""H2S"": 11.61}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.23, ""CH4"": 5.39, ""H2S"": 11.61}",sb_005,9,high,toxic,01-07-2025,55:40.5
124,MH-0018,/images/before.png,/images/after.png,"{""latitude"": ""17.472474"", ""longitude"": ""78.490275""}",2025-07-01 14:40:40.525037+00:00,25,"{""CO"": 4.23, ""CH4"": 5.39, ""H2S"": 11.61}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.23, ""CH4"": 5.39, ""H2S"": 11.61}",sb_010,3,high,toxic,01-07-2025,40:40.5
125,MH-0019,/images/before.png,/images/after.png,"{""latitude"": ""17.471926"", ""longitude"": ""78.486914""}",2025-07-20 16:03:40.525037+00:00,30,"{""CO"": 4.23, ""CH4"": 5.39, ""H2S"": 11.61}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.23, ""CH4"": 5.39, ""H2S"": 11.61}",sb_002,3,low,safe,20-07-2025,03:40.5
126,MH-0019,/images/before.png,/images/after.png,"{""latitude"": ""17.471926"", ""longitude"": ""78.486914""}",2025-07-20 15:36:40.525037+00:00,23,"{""CO"": 3.53, ""CH4"": 25.47, ""H2S"": 9.76}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.53, ""CH4"": 25.47, ""H2S"": 9.76}",sb_010,6,high,toxic,20-07-2025,36:40.5
127,MH-0019,/images/before.png,/images/after.png,"{""latitude"": ""17.471926"", ""longitude"": ""78.486914""}",2025-07-20 15:08:40.525037+00:00,23,"{""CO"": 2.34, ""CH4"": 22.69, ""H2S"": 7.36}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.34, ""CH4"": 22.69, ""H2S"": 7.36}",sb_003,6,low,safe,20-07-2025,08:40.5
128,MH-0019,/images/before.png,/images/after.png,"{""latitude"": ""17.471926"", ""longitude"": ""78.486914""}",2025-07-20 14:48:40.525037+00:00,24,"{""CO"": 1.32, ""CH4"": 41.45, ""H2S"": 11.72}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.32, ""CH4"": 41.45, ""H2S"": 11.72}",sb_009,7,medium,alert,20-07-2025,48:40.5
129,MH-0019,/images/before.png,/images/after.png,"{""latitude"": ""17.471926"", ""longitude"": ""78.486914""}",2025-07-20 14:27:40.525037+00:00,16,"{""CO"": 2.34, ""CH4"": 22.69, ""H2S"": 7.36}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.34, ""CH4"": 22.69, ""H2S"": 7.36}",sb_003,10,medium,alert,20-07-2025,27:40.5
130,MH-0019,/images/before.png,/images/after.png,"{""latitude"": ""17.471926"", ""longitude"": ""78.486914""}",2025-07-20 14:10:40.525037+00:00,28,"{""CO"": 1.32, ""CH4"": 41.45, ""H2S"": 11.72}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.32, ""CH4"": 41.45, ""H2S"": 11.72}",sb_010,3,medium,alert,20-07-2025,10:40.5
131,MH-0020,/images/before.png,/images/after.png,"{""latitude"": ""17.475539"", ""longitude"": ""78.489505""}",2025-07-20 16:10:40.525037+00:00,27,"{""CO"": 2.53, ""CH4"": 53.64, ""H2S"": 4.06}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.53, ""CH4"": 53.64, ""H2S"": 4.06}",sb_009,8,medium,alert,20-07-2025,10:40.5
132,MH-0020,/images/before.png,/images/after.png,"{""latitude"": ""17.475539"", ""longitude"": ""78.489505""}",2025-07-20 15:43:40.525037+00:00,20,"{""CO"": 2.53, ""CH4"": 53.64, ""H2S"": 4.06}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.53, ""CH4"": 53.64, ""H2S"": 4.06}",sb_002,7,low,safe,20-07-2025,43:40.5
133,MH-0020,/images/before.png,/images/after.png,"{""latitude"": ""17.475539"", ""longitude"": ""78.489505""}",2025-07-20 15:25:40.525037+00:00,26,"{""CO"": 3.8, ""CH4"": 96.64, ""H2S"": 13.69}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.8, ""CH4"": 96.64, ""H2S"": 13.69}",sb_008,3,medium,alert,20-07-2025,25:40.5
134,MH-0020,/images/before.png,/images/after.png,"{""latitude"": ""17.475539"", ""longitude"": ""78.489505""}",2025-07-20 15:01:40.525037+00:00,15,"{""CO"": 2.53, ""CH4"": 53.64, ""H2S"": 4.06}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.53, ""CH4"": 53.64, ""H2S"": 4.06}",sb_002,7,medium,alert,20-07-2025,01:40.5
135,MH-0020,/images/before.png,/images/after.png,"{""latitude"": ""17.475539"", ""longitude"": ""78.489505""}",2025-07-20 14:44:40.525037+00:00,29,"{""CO"": 0.88, ""CH4"": 11.75, ""H2S"": 4.15}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.88, ""CH4"": 11.75, ""H2S"": 4.15}",sb_009,10,medium,alert,20-07-2025,44:40.5
